TOTAL_TAGS,BGCT,Standard_Aloha,Tree_Split,Binary_Tree,Query_Tree,Hybrid_Scheme,Ohter_SoTA,Debug_Info
100.0,0.8601632858566336,0.22056802224967162,0.5032793158522637,0.440989155459582,0.704168658677641,0.7430036435674643,0.8080463779469982,0.05619523487465211
118.36734693877551,0.9381086656575859,0.23052174813183846,0.5065387549689018,0.390099512507125,0.6983080607390337,0.7695515521341131,0.8573171931553567,0.09578057713431126
136.73469387755102,0.8964831926496027,0.21514302080518669,0.48226047022168467,0.342995032500082,0.6853925590054225,0.7628539960116777,0.8782980537608086,0.06437810945467441
155.10204081632654,0.9376571303221343,0.24083918286429484,0.5254468815965124,0.34406232989846186,0.6543942620491348,0.8264829002067134,0.7869541945281867,0.0962366802851534
173.46938775510205,0.8812424985584724,0.2748202745986518,0.4759828004832246,0.39747563118921503,0.6843611594416112,0.7949097713563614,0.8709662857311519,0.09504360779927322
191.83673469387756,0.8626428738024238,0.24617485405601966,0.48797995891469625,0.40334873001924365,0.7489467734330058,0.7849268893946793,0.825895287856552,0.030882591547563988
210.20408163265307,0.8725762681726722,0.23686652509977368,0.4443954859855728,0.4642119430136425,0.6819439990068975,0.7773266793242155,0.8812236970924017,0.05754891016981167
228.57142857142858,0.9620310248747695,0.2179437484156772,0.461441631294114,0.42628942772631584,0.6612780132654619,0.7708220158058839,0.8591976275563719,0.006325144936163063
246.9387755102041,0.8951546890037294,0.24689248890006776,0.4472070180566045,0.42899348518105673,0.7108165752916853,0.7640863428098844,0.8601304252580768,0.01943026277443194
265.30612244897964,0.9138569689049513,0.21729761796549682,0.4934579262803867,0.4020673436823695,0.6532735270001632,0.7599884588668471,0.8699389831956584,0.09628202704375692
283.6734693877551,0.8828245225926893,0.2822453851281199,0.44452506021157895,0.39379199006548266,0.662014040273141,0.7873690625493396,0.8696706473229385,0.0691620384586832
302.0408163265306,0.8814430898398938,0.19494387468451504,0.4522834191165463,0.3754720604899653,0.6602372271714132,0.7639208551381631,0.8174177875567151,0.0527664266352818
320.40816326530614,0.9197951087758596,0.21237105256319097,0.4502593488379526,0.39340271580709635,0.6160900574176784,0.7059043193984496,0.8113729582945691,0.059258792633545256
338.7755102040817,0.905265797233542,0.25131390166383116,0.4623908531609988,0.34672013316544487,0.7249962469342988,0.7406175043476191,0.8699808134407936,0.027734511472970205
357.14285714285717,0.8478709934575597,0.27817756949874656,0.46688106674171587,0.4371701491345973,0.7054026403079499,0.7539105655724707,0.7778279931878241,0.0846500497162615
375.51020408163265,0.8629597517912694,0.2063213225033185,0.4709841114591826,0.42027857240942135,0.7068098070808736,0.746161886967768,0.865709123973037,0.038571201467391694
393.8775510204082,0.908637514703907,0.2598663820511502,0.49549853849156433,0.3865265297538204,0.6275317831216285,0.7152293602534043,0.8607782993513091,0.03800963868272116
412.24489795918373,0.9229056447169279,0.21426115352711064,0.4896950209350978,0.34792021344025903,0.6339234310787303,0.7645248397120137,0.8028904660067475,0.0173247675017437
430.6122448979592,0.9457539123203793,0.23291388613410363,0.42446838172734186,0.39122222075986934,0.7042120164793381,0.7561063398241522,0.8029170411603708,0.05831739022651831
448.9795918367347,0.9215623318561595,0.2181688453571386,0.45592669415598697,0.4119635444183956,0.6101139704531958,0.7152414714160651,0.8324335022677487,0.06489497422859768
467.34693877551024,0.8590087628541042,0.2555018538694378,0.4623416521882435,0.42126527759839894,0.6779227511471811,0.776387722901812,0.8264245767191343,0.06961392679918559
485.7142857142858,0.8509082892576841,0.20563501617013777,0.5075917463208033,0.3976786998257103,0.6606447396698822,0.7221195551674877,0.8576482482487807,0.018713689312219197
504.08163265306126,0.9393409261855642,0.2551932406448377,0.47066578241222723,0.4171322254337723,0.6874199964079402,0.7598293733079253,0.7808936914717439,0.04414202152751753
522.4489795918367,0.838431142837341,0.2015952360737723,0.4953232670325859,0.36877567775502496,0.6777064862963689,0.7237812975030993,0.7761282797304844,0.05811270668940236
540.8163265306123,0.8606881194514715,0.21401030524654283,0.4748224851298129,0.37502688723623295,0.6246942878367046,0.804147830744054,0.8458466911479067,0.05503084778483322
559.1836734693878,0.9093970732096407,0.18804731349799722,0.45845804552002933,0.37388584284835946,0.6882101620916484,0.7479397886953595,0.8103611735834342,0.0911380891220302
577.5510204081634,0.8921798114022664,0.21737668350843248,0.47168678305053957,0.3978627277346217,0.604798571309536,0.7420710053183165,0.8728727133391107,0.08638699579209087
595.9183673469388,0.8904256890011615,0.2711932775055522,0.47142382583013115,0.41458363352250815,0.6704907992516631,0.7816331595327591,0.8276752113007251,0.009174367321091626
614.2857142857143,0.911342948569089,0.1740741442207069,0.4369906347942903,0.4278729806830143,0.6501271211881571,0.7131520668493361,0.810573733503231,0.03192229847311081
632.6530612244899,0.9023222212437944,0.16976354170533606,0.44593272917647664,0.40990394360740806,0.6162261506218668,0.7789884006004418,0.8437304193772954,0.08154792489383852
651.0204081632653,0.8963211350543229,0.23452335206361302,0.47102434015133926,0.3725899666969241,0.7145452219326941,0.7871254810985354,0.8212913605258136,0.022642828947243412
669.3877551020408,0.9112376317030345,0.2421399453373309,0.49208125977971906,0.3689782296675884,0.684676319776044,0.7848842233250913,0.823318617885086,0.01442589818910618
687.7551020408164,0.9191216375738416,0.17802335283656975,0.48067317727623216,0.4179139788455664,0.6280421827396626,0.7622182554135928,0.8197251476212726,0.016810195991508594
706.1224489795919,0.8519574619553592,0.24934310484034872,0.44814277741900255,0.4255007737122468,0.6866481601624397,0.7611741206956183,0.8666078077498338,0.07907796610166745
724.4897959183675,0.9073389248353803,0.2151838734577235,0.5006024997999856,0.37377869300298894,0.6588456407747896,0.7621558418832777,0.819031687237271,0.08596613599717517
742.8571428571429,0.8755769926730436,0.2247319282429837,0.428072466463963,0.3756152545922753,0.694466941708975,0.7990614686574268,0.8656736459793497,0.09814308002810351
761.2244897959184,0.8932127449410099,0.17767587308934757,0.4617273420280872,0.36090765968934463,0.6261870969407601,0.7311310720900053,0.8398661366209759,0.032653804990111314
779.591836734694,0.8756010397644395,0.23364096236881496,0.49948153622859215,0.4221795115575767,0.6260462832493647,0.7086847078353853,0.8641983143352693,0.060662438945548916
797.9591836734694,0.8792601416165134,0.2350087570588399,0.42387116365594923,0.34595116063890347,0.7073387969415175,0.7980977917736074,0.8150394879741597,0.021384739717656576
816.3265306122449,0.9176780568396175,0.2429859414178725,0.43517619069579766,0.4221846590275591,0.6295577102528814,0.7511531416891917,0.8556046010480466,0.05830974067534809
834.6938775510205,0.9007547715848062,0.22422548067001347,0.44908159293089134,0.3880126386812881,0.6693079481049229,0.7600003213754807,0.8463206782322416,0.03216226436717406
853.061224489796,0.9195236729266114,0.17802825377107814,0.4657530848097886,0.393472393721047,0.6720706743789867,0.7789177013536175,0.8562452716159809,0.05760440738081196
871.4285714285716,0.9229954322146862,0.20554526248544866,0.442850091605302,0.3494143992929438,0.6235527222723551,0.7210670817510598,0.7772117986851883,0.0741217935167081
889.795918367347,0.9260958849636819,0.23198399139785586,0.42068759408521267,0.35516623846598594,0.6748097399627276,0.7712628507200971,0.8034091918692835,0.08068446764706182
908.1632653061225,0.8577126337059591,0.21921347521981818,0.4238817188939621,0.437568905484248,0.6531564741372002,0.7233332345054863,0.8616054380445114,0.035351290457673504
926.5306122448981,0.9211820537770796,0.18006190584880954,0.44327536021154934,0.4231854170794728,0.6878866718986341,0.7894335269661827,0.8700294578944892,0.09385850303465554
944.8979591836735,0.8496304269738414,0.2480306904510142,0.48808756140618864,0.3774852623248618,0.6155373477884983,0.7135855058739317,0.8110296651741085,0.09231863502704261
963.265306122449,0.8920264680087444,0.16778028894766292,0.4425775629425114,0.39851833384065966,0.6331066791514164,0.7408171941241466,0.833609041337868,0.05908482600177082
981.6326530612246,0.8626442702449848,0.26039549908977433,0.4377641339039909,0.43471590271146965,0.6549183909646441,0.7242185346807859,0.8694627024462711,0.010637514707434403
1000.0,0.8595447485384968,0.25482698802801707,0.45713370191973757,0.36946140183450543,0.6942119297923034,0.7425099618740209,0.781471449608526,0.09478921706106297
